,Iteration,Group,Flow,Flow_MMgal,Trips_Per_Truck,Gate_Queue_Wait,Driving_Time
312,28,Little Rock,3240000.0,3.24,3.273,0.0,5.779
313,28,Owensboro,873000.0,0.873,3.731,0.027,4.976
314,28,Paducah,999000.0,0.999,2.581,0.037,5.863
315,28,Princeton,414000.0,0.414,3.286,0.072,5.299
316,28,Robinson,549000.0,0.549,2.773,0.007,6.349
317,28,St. Louis,5409000.0,5.409,2.659,0.968,3.035
318,28,Wood River,603000.0,0.603,3.35,0.0,5.123
319,29,Cape Girardeau,963000.0,0.963,2.744,0.025,6.422
320,29,Evansville,999000.0,0.999,3.469,0.0,5.393
321,29,Greenville,873000.0,0.873,1.902,0.039,7.147
322,29,Jonesboro,1575000.0,1.575,1.048,2.897,4.028
323,29,Little Rock,3159000.0,3.159,3.191,0.0,5.834
324,29,Owensboro,882000.0,0.882,3.769,0.019,5.016
325,29,Paducah,1044000.0,1.044,2.698,0.041,5.781
326,29,Princeton,414000.0,0.414,3.286,0.045,5.242
327,29,Robinson,549000.0,0.549,2.773,0.012,6.606
328,29,St. Louis,5490000.0,5.49,2.699,0.976,2.974
329,29,Wood River,720000.0,0.72,4.0,0.0,5.232
330,30,Cape Girardeau,945000.0,0.945,2.692,0.031,5.972
331,30,Evansville,1008000.0,1.008,3.5,0.0,5.27
332,30,Greenville,837000.0,0.837,1.824,0.022,6.977
333,30,Jonesboro,1566000.0,1.566,1.067,2.93,4.042
334,30,Little Rock,3060000.0,3.06,3.091,0.0,5.617
335,30,Owensboro,810000.0,0.81,3.462,0.014,5.213
336,30,Paducah,1044000.0,1.044,2.698,0.042,5.661
337,30,Princeton,369000.0,0.369,2.929,0.061,4.64
338,30,Robinson,549000.0,0.549,2.773,0.01,7.037
339,30,St. Louis,5391000.0,5.391,2.65,0.956,3.03
340,30,Wood River,630000.0,0.63,3.5,0.0,5.226
341,31,Cape Girardeau,909000.0,0.909,2.59,0.027,5.867
342,31,Evansville,1044000.0,1.044,3.625,0.0,5.699
343,31,Greenville,891000.0,0.891,1.941,0.034,6.704
344,31,Jonesboro,1620000.0,1.62,1.065,2.83,3.934
345,31,Little Rock,3177000.0,3.177,3.209,0.0,5.813
346,31,Owensboro,837000.0,0.837,3.577,0.012,5.217
347,31,Paducah,1026000.0,1.026,2.651,0.025,5.973
348,31,Princeton,459000.0,0.459,3.643,0.041,4.987
349,31,Robinson,567000.0,0.567,2.864,0.002,6.426
350,31,St. Louis,5400000.0,5.4,2.655,0.973,3.103
351,31,Wood River,612000.0,0.612,3.4,0.001,4.886
352,32,Cape Girardeau,972000.0,0.972,2.769,0.034,5.946
353,32,Evansville,1080000.0,1.08,3.75,0.0,5.668
354,32,Greenville,765000.0,0.765,1.667,0.022,7.235
355,32,Jonesboro,1620000.0,1.62,1.059,2.869,4.112
356,32,Little Rock,3123000.0,3.123,3.155,0.001,5.587
357,32,Owensboro,873000.0,0.873,3.731,0.021,5.006
358,32,Paducah,1053000.0,1.053,2.721,0.025,6.046
359,32,Princeton,432000.0,0.432,3.429,0.046,5.002
360,32,Robinson,549000.0,0.549,2.773,0.004,6.927
361,32,St. Louis,5382000.0,5.382,2.646,0.982,2.957
362,32,Wood River,684000.0,0.684,3.8,0.0,5.805
363,33,Cape Girardeau,1026000.0,1.026,2.923,0.035,6.01
364,33,Evansville,990000.0,0.99,3.438,0.0,5.328
365,33,Greenville,837000.0,0.837,1.824,0.036,6.804
366,33,Jonesboro,1602000.0,1.602,1.06,2.708,4.003
367,33,Little Rock,3132000.0,3.132,3.164,0.0,5.751
368,33,Owensboro,864000.0,0.864,3.692,0.018,5.279
369,33,Paducah,1098000.0,1.098,2.837,0.039,5.663
370,33,Princeton,432000.0,0.432,3.429,0.046,4.828
371,33,Robinson,558000.0,0.558,2.818,0.015,6.467
372,33,St. Louis,5490000.0,5.49,2.699,0.959,3.078
373,33,Wood River,648000.0,0.648,3.6,0.0,5.158
