,Iteration,Group,Flow,Flow_MMgal,Trips_Per_Truck,Gate_Queue_Wait,Driving_Time
348,31,Princeton,306000.0,0.306,2.429,0.36,2.331
349,31,Robinson,567000.0,0.567,2.864,0.012,4.526
350,31,St. Louis,3456000.0,3.456,1.73,2.119,1.347
351,31,Wood River,657000.0,0.657,3.65,0.0,3.974
352,32,Cape Girardeau,873000.0,0.873,2.487,0.186,4.036
353,32,Evansville,972000.0,0.972,3.375,0.0,3.363
354,32,Greenville,774000.0,0.774,1.686,0.391,4.575
355,32,Jonesboro,1008000.0,1.008,1.028,4.117,2.769
356,32,Little Rock,3105000.0,3.105,3.136,0.003,3.932
357,32,Owensboro,864000.0,0.864,3.692,0.009,3.629
358,32,Paducah,720000.0,0.72,1.86,1.113,2.877
359,32,Princeton,342000.0,0.342,2.714,0.223,2.984
360,32,Robinson,540000.0,0.54,2.727,0.01,4.233
361,32,St. Louis,3411000.0,3.411,1.723,2.092,1.334
362,32,Wood River,675000.0,0.675,3.75,0.0,3.988
363,33,Cape Girardeau,990000.0,0.99,2.821,0.172,4.244
364,33,Evansville,954000.0,0.954,3.313,0.0,3.564
365,33,Greenville,774000.0,0.774,1.686,0.583,4.38
366,33,Jonesboro,1008000.0,1.008,1.009,4.147,2.641
367,33,Little Rock,3033000.0,3.033,3.064,0.005,3.777
368,33,Owensboro,846000.0,0.846,3.615,0.021,3.489
369,33,Paducah,702000.0,0.702,1.814,1.124,2.77
370,33,Princeton,306000.0,0.306,2.429,0.322,2.609
371,33,Robinson,540000.0,0.54,2.727,0.011,4.238
372,33,St. Louis,3447000.0,3.447,1.733,2.092,1.335
373,33,Wood River,684000.0,0.684,3.8,0.0,4.068
374,34,Cape Girardeau,900000.0,0.9,2.564,0.182,3.832
375,34,Evansville,936000.0,0.936,3.25,0.0,3.464
376,34,Greenville,828000.0,0.828,1.804,0.278,5.044
377,34,Jonesboro,1017000.0,1.017,1.009,4.305,2.696
378,34,Little Rock,3087000.0,3.087,3.118,0.001,3.882
379,34,Owensboro,783000.0,0.783,3.346,0.027,3.31
380,34,Paducah,702000.0,0.702,1.814,1.093,2.741
381,34,Princeton,315000.0,0.315,2.5,0.297,2.453
382,34,Robinson,585000.0,0.585,2.955,0.024,4.735
383,34,St. Louis,3420000.0,3.42,1.743,2.043,1.337
384,34,Wood River,648000.0,0.648,3.6,0.0,3.767
385,35,Cape Girardeau,891000.0,0.891,2.538,0.174,3.561
386,35,Evansville,945000.0,0.945,3.281,0.0,3.373
387,35,Greenville,792000.0,0.792,1.725,0.497,4.41
388,35,Jonesboro,1044000.0,1.044,1.045,4.161,2.68
389,35,Little Rock,3006000.0,3.006,3.036,0.003,3.841
390,35,Owensboro,792000.0,0.792,3.385,0.023,3.311
391,35,Paducah,693000.0,0.693,1.791,1.057,2.958
392,35,Princeton,333000.0,0.333,2.643,0.237,2.549
393,35,Robinson,513000.0,0.513,2.591,0.013,4.237
394,35,St. Louis,3402000.0,3.402,1.695,2.107,1.341
395,35,Wood River,711000.0,0.711,3.95,0.0,3.95
396,36,Cape Girardeau,882000.0,0.882,2.513,0.174,3.925
397,36,Evansville,900000.0,0.9,3.125,0.0,3.248
398,36,Greenville,846000.0,0.846,1.843,0.434,4.658
399,36,Jonesboro,1026000.0,1.026,1.0,4.298,2.712
400,36,Little Rock,3033000.0,3.033,3.064,0.002,3.76
401,36,Owensboro,783000.0,0.783,3.346,0.022,3.351
402,36,Paducah,684000.0,0.684,1.767,1.069,2.758
403,36,Princeton,333000.0,0.333,2.643,0.272,2.5
404,36,Robinson,540000.0,0.54,2.727,0.018,4.285
